Observation_Id,Main_Incoming_Water,Condensate_return_Percent,CO2_plant_litres_per_kg_collected,CO2_plant_Foam_Trap_Fresh_water_Usage,Total_Hot_Water_Production,Hot_Water_temperature,W85_make_up_water,Brewhouse_CIP_Water_usage,Cellars_CIP_Water,D_water_ratio,Non_Dilution_Dwater_per_Packed,Filtration_CIP_Water_Usage,Line_1_Bottle_Washer,Line_1_Filler,Line_1_Vacuum_Pump,WCA_Pack_Foamers_Line_1_Water,WCA_Chain_Lube_Line_1,WCA_Crate_Washer_Line_1_Water,Line_2_Filler,Line_2_Rinser,Line_2_Vacuum_Pump,WCA_Pack_Foamers_Line_2_Water,WCA_Chain_Lube_Line_2,Line_3_Filler,Line_3_Rinser,WCA_Bottle_Washer_Line_4_Water,WOA_Filler_Line_4_water,WCA_Vacuum_Pump_Line_4_Water,WCA_Bottle_Washer_Line_5_Water,WOA_Filler_Line_5,WCA_Vacuum_Pump_Line_5_Water,WCA_PWR_Make_Up_Water,WCA_Pasteurizer_Total_Water,Packaging_CIP_Water
OBS300150,6.045978879,74.14175192,-1.657056807,0.091297588,2449.556031,26.91634369,0,0,0,0.440067878,0,0.1181971,0,0,0,0,0,0,0,0,0,0,0,0,0.017468469,276.5748407,0,0.004886789,451.9842068,0.026219836,0.028781426,0.096100731,0.096100731,0.060926076
OBS300151,6.913882353,74.76639704,0.071487629,0.09138283,2450.083071,26.91634369,0,0,1.985882353,0.429884684,0,0.119750918,0,0,0,0,0,0,0,0,0,0,0,0,0.017468469,276.5748407,0,0.004886789,462.8514512,0.026219836,0.028781426,0.111341176,0.111341176,0.070588235
OBS300152,6.181143635,76.42869827,1.69715633,0.110856979,2450.160119,26.91634369,0,0,0.204220558,0.283065008,0,0.071715433,0,0,0,0,0,0,0,0,0,0,0,0,0.017468469,0,0,0,460.136235,0.014607683,0.04230103,0.27910143,0.27910143,0.05105514
OBS300153,8.644207007,70.71786418,1.643916276,0.09138283,2450.376088,26.91634369,0,0,0.159906963,0.414882203,0,0.14793872,0,0,0,0,0,0,0,0,0,0,0,0,0.017468469,0,0,0,414.0276081,0.039161646,0.005695774,0.4346562,0.4346562,0.109027475
OBS300154,8.210447761,70.60373208,3.448974508,0.083867908,1039.798149,26.91634369,0,0,0,0.696201139,0,1.679104478,77.67739091,0.033454363,0,0.009227695,0,0.010982878,0,0,0,0,0,0,0.017468469,953.1097724,0,0.004886789,371.580998,0.052389159,0.005695774,0.26119403,0.26119403,0.559701493
OBS300155,11.04889665,72.61168783,0,0,1.097486859,32.56839601,0.887918717,0.004209915,0.476266074,-0.076222271,0.307350373,0.15532238,448.3372229,0,0,0,0,0,0,0,0,0,0,0.14283688,0.070711327,447.9522184,0.130830489,0,419.575008,0.02016416,0.01382317,0.947769487,0.998571202,0.120654072
OBS300156,4.850425269,92.14623658,0,0,0.704231342,39.46881386,0.154785093,0.006591574,0.201272562,-0.07496576,0.114205947,0.107091861,343.3010492,0,0,0,0,0,0,0,0,0,0,0.095361619,0.047208722,334.2004071,0.13345397,0,486.0252583,0.02765928,0.018653189,0.038111934,0.038111934,0.049344241
OBS300157,12.10596369,76.13764689,0,0,1.10000589,39.01895652,0.932089781,0.088185852,0.497931668,-0.108992583,0.304504366,0.3019633,682.4074515,0.049670499,0,0.066775791,0.011603804,0.096635335,0.296662546,0,0,0,0,0.044920833,0.022238036,12796.82924,0,0.552675316,377.0903334,0.022426147,0.008702841,0.11241765,0.365213728,0.160870231
OBS300158,5.594745804,90.08998335,0,0,1.362915766,40.04041247,0.255836581,0.007077743,0.197994038,-0.04789634,0.196933355,0.078845926,430.3831418,0.028097063,0,0.035759898,0,0.117496807,0.319088319,0,0,0,0,0.023093104,0.01618819,388.3227761,0.107408427,0.02478656,407.3013709,0.02780631,0.02274068,0.041508036,0.151111878,0.062933819
OBS300159,5.334157596,94.87660161,0,0,0.975683706,40.30419945,0.063081334,0.02348022,0.208168402,-0.063337548,0.147799565,0.074418174,443.86149,0.08656873,0,0.036726128,0,0.081322141,0.250549451,0,0,0,0,0,0.001651146,362.5551506,-0.032610781,0.023019375,453.0541817,0.058820875,0.008187465,0.208168402,0.333069443,0.047941814
OBS300160,6.624892375,68.15553632,0,0,9.656746032,28.68444025,0.736056634,0.108275191,0.392231895,-0.073487469,0.180044007,0.099738464,992.3403053,0.062182024,0,0.011305822,0,0.033917467,0.255443886,0,0,0,0,0.078076685,0.038651824,375.8081897,-0.026939655,0.029633621,763.0072073,0.033389428,0,0.297522242,0.552951306,0.0727064
OBS300161,5.369954224,85.02849277,0,0,1.973198918,31.11569799,0.34082397,0.000585793,0.208073242,-0.083591413,0.187931752,0.10123279,378.883812,0.076153177,0,0.02175805,0,0.080504787,0.28,0,0,0,0,0.078076685,0.044579507,365.3810666,0.025835025,0.029525743,375.8152835,0.021146599,0,0.306283812,0.306283812,0.062421973
OBS300162,6.138439621,90.81866959,0,0,1.231774974,37.44821757,0.444900696,0.128703076,0.326824772,-0.158047963,0.124361016,0.127058824,378.1549076,0.077898954,0,0.026708213,0,0.093478745,0.255576208,0,0,0,0,0,0,340.3933434,0.06429652,0.017019667,488.7927927,0.057560531,0,0.120422358,0.143886701,0.064526942
OBS300163,19.46726862,48.89281628,0,0,1.365792759,29.1701388,0.750790068,0.004175075,0.677200903,-0.110435387,0.572911964,0.219392172,384.646512,0.02759873,0,0.034640752,0.047963332,0.024863018,0.212189616,0,0,0,0,0.06297936,0.983558854,658.3343511,0,0.004750941,7595.986485,0.020546577,0,0.648758465,0.716478555,0.347629797
OBS300164,4.984538237,88.91986831,0,0,1.851925763,29.63771763,0.631842875,0.056046809,0.17551191,-0.174459641,0.090931885,0.106332703,371.5771405,0.070678514,0,0,0,0.1453958,0.277264325,0,0,0,0,0.273268398,0.135281385,283.1602078,-0.089892129,0.125848981,492.4428742,0.045502057,0.021980543,0.24237359,0.340994567,0.065190138
OBS300165,5.490547264,89.64318565,0,0,1.01778108,40.56427519,0.393963516,2.240901061,0.252072968,-0.118732405,0.146003317,0.094248733,358.2864853,0.071958624,0,0.02248707,0,0.078704745,0.219619327,0,0,0,0,0.063897375,0.036388324,341.620306,0.076495132,0.020862309,443.1557649,0.059514527,0.006645354,0.362852405,0.3973466,0.051741294
OBS300166,7.019677719,88.28249644,0,0,0.956828507,39.93271422,0.306786489,0.007842037,0.410598079,-0.059309019,0.120003099,0.078481984,662.5362845,0.079825835,0,0.112481858,0,0.13425254,0.210368144,0,0,0,0,0.094204797,1.747316309,284.396618,0.051242634,0.020497054,280.974693,0.009140445,0.079537863,0.266501394,0.664704059,0.061977068
OBS300167,9.370871246,47.94826175,0,0,0.798791294,40.3216283,0.317506464,0.009620896,0.368383166,-0.060950042,0.200121666,0.088318591,396.6294093,0.116999826,0,0.064723308,0,0.121978542,0.344562538,0,0,0,0,0.095361619,0.149541919,301.8435439,0.049030423,0.020429343,252.6437002,0.007245721,0.03195917,0.44405106,0.958791863,0.075667894
OBS300168,7.398490837,87.01363733,0,0,1.061185342,38.66595607,0.251886453,0.091286245,0,-0.113120903,0.177745838,0.161045531,391.1872705,0.081599347,0,0.044879641,0,0.069359445,0.20815633,0,0,0,0,0,0,404.2042889,0.062076749,0.022573363,258.0371566,0.049333218,0.006989952,0.039166367,0.736255839,0.089831117
OBS300169,8.35853766,91.29944183,0,0,1.332868286,30.6700028,1.149464102,0.122888591,0,-0.22870772,0.114373807,0.132493228,410.4045222,0.033225525,0,0.004565831,0.012016552,0.042663394,0.317195326,0,0,0,0,0.273268398,0.135281385,326.0288616,0.02316052,0.021378942,453.5131427,0.069195882,0.014577259,0.086624578,0.607840258,0.110115989
OBS300170,11.56475339,92.05053074,0,0,0.887844853,40.87381274,0.583068936,0.01416111,0.389385636,-0.088909113,0.272425728,0.124426257,362.6941048,0.048704258,0,0.031327268,0.00034653,0.066373895,0.240687679,0,0,0,0,0.097345045,0.150523813,310.7535171,0.063596069,0.023125843,243.3787101,0.024355505,0.024850739,0.155754254,0.204788001,0.115373522
OBS300171,8.13015873,93.96583513,0,0,0.856984654,39.05897883,0.329206349,0.014093976,0.391534392,-0.121298447,0.193227513,0.086319343,328.7960954,0.073752711,0,0.073752711,0,0.212581345,0.413533835,0,0,0,0,0.097345045,0.150523813,531.5511346,0.027976376,0.046627293,306.0513613,0.037972882,0.01382317,0.157671958,0.219047619,0.08042328
OBS300172,11.3830206,94.17531271,0,0,0.894303135,40.0342392,0.3381446,0.032739398,0.524865503,-0.082229502,0.198005511,0.081478166,339.0905116,0.076519458,0,0.026235243,0,0.065588107,0.149313963,0,0,0,0,0,0.107089157,441.8344604,0,0.009160285,348.5298312,0.024121623,0.021758109,0.149586668,1.758299436,0.102348773
OBS300173,8.787185355,94.88121628,0,0,1.101270211,84.15697284,0.421052632,0.049682508,0.518688024,-0.180274363,0.243935927,0.155007825,364.6259322,0.081789752,0,0.024055809,0,0.07697859,0.175983437,0,0,0,0,0,0,0,13.68421053,0,464.1834458,0.059287497,0,0.059496568,0.294431732,0.117467582
OBS300174,11.73130184,89.74672178,0,0,1.241789299,81.01777156,0.768809242,0.076348101,0.607227488,-0.106075278,0.297541469,0.111166699,360.0919788,0.005115629,0,0.015234795,0.027155672,0.019818338,0.156148341,0,0,0,0,0.273268398,0.135281385,333.1527627,-0.208017335,0.041170098,388.5539381,0.013372164,0.008702841,0.485781991,0.826421801,0.115521327
OBS300175,5.798140393,96.3601318,0,0,0.997888105,84.92004403,0.465540493,0.008117615,0.177443396,-0.086539928,0.125984811,0.084021061,828.7093496,0.037262873,0.003387534,0.023712737,0,0.023712737,0.177514793,0,0,0,0,0.023093104,0.01618819,325.8339798,0.042668735,0.075640031,407.3013709,0.031504371,0.02274068,0.044005962,0.222868905,0.054652566
OBS300176,6.141190114,96.42259067,0,0,1.058915254,84.67870355,0.230412408,1.972780544,0.202942669,-0.081509831,0.126186852,0.08613759,381.8526955,0.078461149,0.002531005,0.037965072,0,0.060744115,0.833333333,0,0,0,0,0.101169789,0.050084054,524.691358,0.126200274,0.093278464,789.3537409,0.032550739,0.02097961,0.064506777,0.434152352,0.054359643
OBS300177,7.490118577,97.25129091,0,0,0.834174632,83.58324339,0.191957381,2.581376054,0.189035917,-0.083582527,0.146330985,0.083549944,398.728081,0.069152877,0,0.029636947,0,0.074092368,0.223186609,0,0,0,0,0.095361619,0.149541919,397.8300181,0.062286518,0.184850311,362.7930426,0.017712127,0.032476359,0.181302629,0.763017701,0.064444063
OBS300178,7.668432302,94.9007099,0,0,1.131107024,83.37542816,0.269398755,0.008933666,0.204441966,-0.083205128,0.219031689,0.082363277,390.3326699,0.073926642,0,0.048336651,0,0.045493318,0.170697013,0,0,0,0,0.14283688,0.173044524,417.721519,0.048685492,0.120740019,347.6193455,0.023687168,0.01382317,0.010222098,0.204441966,0.069696125
OBS300179,6.84124198,94.66653179,0,7.570716843,1.046663295,84.30146864,0.655949667,0.011231568,0.247528176,-0.072934488,0.156743578,0.086742607,680.9729306,0.086308356,0,0.184386034,0,0.192232248,0.259692758,0,0,0,0,0.186427499,1.792971112,236.8064953,-0.0022553,0.184934596,294.2430563,0.008420056,0.088536241,0.532185579,1.451679952,0.054601804
OBS300180,10.40406177,98.60384354,0.712346332,0,0.807722383,84.56265132,0.427120795,0.020753242,0.338481066,-0.064529301,0.24434102,0.084263351,379.7822706,0.811819596,0.00622084,0.569206843,0,1.135303266,0.30669145,0,0,0,0,0.031254275,0.015472413,0,-0.208266581,0.118551746,390.6947376,0.033466627,0.029728347,0.643114026,0.877935265,0.0793315
OBS300181,9.809550881,96.19398403,0.961728958,0,0.906531679,85.54654761,0.142978965,0.620027577,0.341102899,-0.06544737,0.179363275,0.088204163,297.2452995,0,0,0,0,0,0.316509837,0,0,0,0,0.111528085,0.055211924,0,-0.074135091,0.085118067,405.1912108,0.017427509,0.057551268,0.300360053,0.456698882,0.071063104
OBS300182,8.662803655,88.50197575,0,0,5.686800895,83.910596,0.950300869,0.296802012,0.601738355,-0.232056354,0.304657901,0.350054877,334.5249755,0.056317336,0,0.024485798,0,0.044074437,0,0,0,0,0,0,0.193050193,457.1475109,0,0.009408269,7632.720689,0.016641128,0.014577259,1.265879207,1.270336528,0.167149543
OBS300183,32.41642229,88.38049548,0,0,1.281767956,84.19509315,2.123167155,0.004544243,0.762463343,-0.086467631,1.096187683,0.265719526,313.5483871,0.105571848,0,0.058651026,0,0.076246334,0.134240151,0.011690437,0,0.004676175,0,0.06297936,0.031177901,492.5227615,0,0,7357.244249,0.018037518,0,2.95601173,4.193548387,0.439882698
OBS300184,2.842680228,91.21289068,0,0,1.522957662,78.24590003,0.24697462,0.046028361,0.14126289,-0.182941283,0.058529924,0.16380723,372.3384895,0.063694268,0,0,0,0.100090992,0.075987842,0,0,0,0,0,0,0,-0.052695582,0.077016619,440.3807615,0.01252505,0.082665331,0.110655931,0.278287894,0.035315723
OBS300185,2.859391396,95.89992456,0,0,0.999697123,84.08363757,0.259986009,0.006972227,0.146904512,-0.155367456,0.084365163,0.080946476,665.4588421,0.110279638,0,0.05120126,0,0.106341079,0.188172043,0,0,0,0,0,0,0,-0.063179176,0.088450847,312.1303561,0.013277007,0.05914303,0.122070654,0.220356768,0.026232949
OBS300186,3.8301777,92.84458393,0,0,0.956454701,84.24067606,0.245736538,0.651367388,0.187995166,-0.132690852,0.135535562,0.088495202,371.5296198,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.222658808,0.081859856,384.1217916,0.013420567,0.087233686,0.031780135,0.206794682,0.033570565
OBS300187,2.72276301,95.559159,0,0,1.066395569,84.47197097,0.065206539,0.44833884,0.127917135,-0.07365931,0.078154249,0.068307326,366.8350942,0.071198898,0,0.045934773,0,0.062011943,0.195729537,0,0,0,0,0,0,298.5491071,0.031622024,0.074404762,397.3375451,0.014440433,0.068592058,0.012167727,0.383751404,0.023399476
OBS300188,2.71805853,94.92159863,0,0,1.510973057,82.96568878,0.098072805,0.006545945,0.121341899,-0.088836481,0.06716631,0.07419157,377.9515641,0.052976791,0,0.030272452,0,0.052976791,0,0,0,0,0,0,0,353.3531409,0.114601019,0.080645161,351.7463371,0.01331952,0.124315525,0.00178444,0.392576731,0.026766595
OBS300189,4.017906663,92.27632663,0,0.044780297,2.146089631,82.16943955,0.513350765,0.041132904,0.142619444,-0.038854779,0.202361144,0.168186578,390.0259441,0,0,0,0,0,0.219552513,0.015998384,0,0.057995177,0,0,0,390.3785489,0.049571879,0.069851284,353.0494217,0.021030494,0.094637224,0.005546312,0.515806988,0.060217098
OBS300190,3.023230088,95.2529137,0,0.272765994,4.768349818,80.0855866,0.387721239,0.031355294,0.199115044,-0.184422715,0.055807522,0.16380723,352.5682419,0.082183739,0,0,0,0.111535075,0.321173672,0,0,0,0,0.020296204,0.010047626,364.1483783,0.007768499,0.071858613,458.4977452,0.008455468,0.081736189,0.002212389,0.441924779,0.041482301
OBS300191,3.11436335,94.53039456,0,0.171082886,1.844873096,80.38053898,0.16999571,0.007682427,0.166849406,-0.160841447,0.075797302,0.160850244,793.3503836,0.081841432,0,0.179028133,0,0.189258312,0.407375643,0,0,0,0,0.051179276,0.028938725,362.7944614,0.021578853,0.05574537,368.8680743,0.012700429,0.052389268,0.008104114,0.25027411,0.035753444
OBS300192,3.473756231,92.46013183,0,0.320322885,0.78245054,82.47815738,0.133418043,0.014061909,0.171048773,-0.098269915,0.106196853,0.158119129,357.6987215,0.069483046,0,0.013896609,0,0.077821012,0.200845666,0,0,0,0,0.001989192,0.025228564,558.6636829,0.223785166,0.025575448,343.5712243,0.011441648,0.05291762,0.115335744,0.138305151,0.036653309
OBS300193,3.70061137,96.2450565,0,0,0.7982728,84.766324,0.161602336,0.000589948,0.173373483,-0.164545488,0.098092892,0.158106502,365.4135338,0.0683527,0,0.031897927,0,0.086580087,0.134228188,0,0,0,0,0,0.02317943,349.7809843,0.041226488,0.05153311,335.7649842,0.013144059,0.047318612,0.223560544,0.384615385,0.034218451
OBS300194,3.92251816,95.4594219,0,0,1.048289474,82.29950103,0.172590799,0.003239245,0.203389831,-0.097330938,0.102130751,0.092769326,342.5262706,0.062191722,0,0.027879048,0,0.070769891,0.15719468,0,0,0,0,0.001989192,1.700680271,343.0936276,0.016019936,0.042719829,317.8562373,0.015212982,0.054513185,0.138014528,0.223244552,0.036319613
OBS300195,7.788490509,90.93520327,0,0,1.049647564,83.65606544,0.565682434,0.011640075,0.256101235,-0.023460669,0.232298885,0.203399073,370.0070077,0.077084793,0,0.084092502,0,0.147161878,0.189345484,0.006420546,0,0.051364366,0,0.273268398,0.140037345,328.3783784,0.281081081,0.059459459,343.2014281,0.01785183,0.053555489,0.501657126,0.711057547,0.112985839
OBS300196,3.023542814,93.46405963,0,0.395337,2.449691348,81.17281937,0.381004367,0.02359683,0.199354471,-0.158383216,0.13076704,0.164839644,376.0237389,0.026706231,0,0,0,0.029673591,0.178993583,0,0,0,0,0,0,391.5141019,0.168233548,0.051954478,367.5942549,0.008976661,0.098743268,0.238750712,0.463736472,0.03654832
OBS300197,2.878205963,95.20794218,0,-9.425811012,1.030324652,82.76159512,0.204725947,0.021426734,0.113917459,-0.099898797,0.067894805,0.07024934,693.7631395,0.056061668,0.003503854,0,0,0.164681149,0,0,0,0,0,0,0,488.5993485,0.067062656,0.045985821,317.6290761,0.013586957,0.081521739,0.007811483,0.155578701,0.024410884
OBS300198,2.579674547,93.87064888,0,-2.29652765,0.754982887,84.27654645,0.031317163,0.000234338,0.113601474,-0.068666615,0.071046976,0.068046625,366.1266568,0.056455572,0,0,0,0.078546883,0.140462166,0,0,0,0,0,0,607.3567151,0.02566296,0.03992016,295.7270128,0.01099868,0.050593929,0.023641388,0.220755296,0.023334357
OBS300199,3.524662304,94.21464035,0,-1.754519349,0.89043193,84.43354601,0.157119351,0.002998773,0.107144224,-0.077617005,0.089274098,0.074618429,335.2539803,0.032853172,0,0.427091231,0,0.048016174,0,0,0,0,0,0,0,396.2662909,0.075730891,0.042268404,321.2783584,0.010196278,0.044608718,0.067347798,0.300386485,0.028699346
OBS300200,3.158880026,93.45257004,0,-1.3726071,0.962155906,84.61677312,0.096003581,0.006521967,0.154647566,-0.12106519,0.125834283,0.083455119,357.6255708,0.063926941,0,0.01217656,0,0.066971081,0.08640553,0,0,0,0,0,0,362.9902843,0.062972292,0.043181,297.5221669,0.024292481,0.082594437,0.020348364,0.098079114,0.030929513
OBS300201,8.019101521,90.47770355,0,0.485873843,1.140760311,84.40611421,0.590378493,0.001407112,0.866643085,-0.104375998,0.338521401,0.332391627,360.1184463,0.027387985,0,0.019568899,0.011545312,0.038130521,0.21165239,0.006420546,0,0.051364366,0,0.273268398,0.135281385,325.8118937,-0.029523408,0.101223113,301.7819068,0.012183978,0.06091989,0.056597099,0.152104705,0.13795543
OBS300202,2.228027682,96.31149594,0,0.092666382,3.445412771,80.1068517,0.283114187,0.021808392,0.134948097,-0.203201811,0.049307958,0.094909255,361.5515481,0.040830214,0,1.020755359,0,0.190541,0.187319885,0,0,0,0,0,0,336.6197183,0.05258216,0.086384977,351.5719468,0.008061266,0.066505441,0.029411765,0.488581315,0.027681661
OBS300203,3.280545318,95.70281231,0,0.143077687,1.047457147,80.04339166,0.198893409,0.003598056,0.147192162,-0.099825089,0.097735596,0.083683365,722.2641509,0.050314465,0,0.167714885,0,0.167714885,0.144601542,0,0,0,0,0,0,343.7792329,0.051449953,0.098222638,322.2577389,0.010094213,0.08243607,0.012879314,0.182150301,0.02759853
OBS300204,2.892177318,96.03023567,0,0.206672063,0.815153255,85.0988508,0.078708311,0.156466181,0.141238404,-0.102048941,0.05665586,0.071761152,377.2677113,0.06621055,0,0.028691238,0,0.099315824,0.094292804,0,0,0,0,0,0,542.3777842,0.040497541,0.101243853,286.4671164,0.008431703,0.078294387,0.009308895,0.078002119,0.024395724
OBS300205,2.908669539,95.834619,0,0.152935209,0.804909984,85.94386417,0.047134091,0.731700011,0.133829482,-0.081074496,0.084214649,0.070704978,441.0958904,0.0456621,0,0.02698215,0,0.068493151,0,0,0,0,0,0,0,319.8985344,0.073280722,0.108981586,332.7732975,0.011947431,0.064217443,0.058427993,0.134155895,0.024807416
OBS300206,3.339579917,95.85874889,0,0.109682797,0.952985826,84.75605629,0.177090654,0.049900616,0.171781057,-0.096962385,0.089716561,0.083378821,458.0351334,0.04988072,0,0.041205812,0,0.07156799,0.13133687,0,0,0,0,0,0,332.4915825,0.041152263,0.108492331,309.4958968,0.013025922,0.063827016,0.042554853,0.10463028,0.029280862
OBS300207,6.872858774,85.6708398,0,0.198613828,2.456715698,83.31248818,0.377617054,0.001462848,0.171298059,-0.01553407,0.365245527,0.341718688,467.5840979,0.04587156,0,0.066258919,0,0.066258919,0.160288024,0,0,0.004214075,0,0.273268398,0.135281385,463.36589,0,0.028836096,332.3967193,0.018226002,0.085054678,0.479634564,0.479634564,0.148458317
OBS300208,3.036213215,95.92827498,0,0.105797901,1.125653461,83.84824632,0.303397742,0.008142823,0.108063553,-0.136816866,0.056975577,0.081648822,354.2697804,0.115022656,0,0.111537121,0,0.02788428,0.307692308,0,0,0,0,0,0,328.7255563,-0.08091706,0.12980445,438.7036505,0.011497557,0.14084507,0.053286511,0.134147859,0.029438002
OBS300209,2.995223709,93.90123267,0,0.123023474,0.997244509,84.37139828,0.107556972,0.000316758,0.15990771,-0.100051112,0.083837328,0.076998054,528.4916201,0.065176909,0,0.088454376,0,0.153631285,0.099009901,0,0,0,0,0,0,331.7486565,0.020669698,0.167424556,331.7913233,0.013994713,0.079303374,0.070054806,0.151531592,0.029697146
OBS300210,2.750482773,95.70239107,0,0.252545751,1.273403728,83.66499063,0.174257602,0.005693314,0.135810342,-0.120946294,0.079707736,0.069976524,409.0297252,0.053280987,0.002804262,0.03365115,0,0.114974762,0.28956229,0,0,0,0,0,0,654.3837357,0.050825921,0.088945362,299.2549669,0.01400917,0.061130922,0.114145358,0.150684807,0.024251847
OBS300211,3.588604075,94.85230267,0,0.083397793,1.05342127,82.86044947,0.123304065,0.003418077,0.169406959,-0.090756107,0.089866358,0.090822202,456.2699175,0.046368894,0,0.018969093,0,0.075876372,0.192763652,0,0,0,0,0.118445246,1.759316532,317.5039044,0.017162373,0.087718796,296.0189452,0.010039858,0.057729185,0.12140832,0.157709812,0.031864642
OBS300212,2.985474953,93.74989267,0,0.10036533,0.789222021,83.85421994,0.052570768,0.004087782,0.169183791,-0.098119961,0.085623504,0.081812317,554.4399596,0.052976791,0,0.050454087,0,0.078203835,0.213079805,0,0,0,0,0,0,353.5592579,0.028398334,0.085195002,289.3970403,0.011020151,0.073992443,0.171659652,0.183213667,0.031773541
OBS300213,3.598349265,93.93973349,0,0.079267882,0.915310506,83.6183396,0.184486461,0.510688299,0.130542805,-0.131345764,0.063460648,0.089414154,420,0.067340067,0,0.249158249,0,0.212121212,0.224422442,0,0,0,0,0,0,307.8459862,0.052669815,0.065383218,403.2685512,0.017667845,0.176678445,0.008843222,0.555438582,0.03326736
OBS300214,2.665853287,93.73117896,0,0.098765153,2.128214593,83.37325432,0.210004575,0.166878512,0.095317981,-0.110140925,0.070687815,0.088332993,1077.009646,0.072347267,0,0.217041801,0,0.281350482,0.195454545,0,0,0,0,0,0,345.1824135,0.039289055,0.056127222,303.9877737,0.009951663,0.048336651,0.003050175,0.397285344,0.029357938
OBS300215,2.536218595,94.99085844,0,0.127027564,1.840441079,80.91641167,0.191931047,0.020414507,0.121034293,-0.137237475,0.074674491,0.089806426,346.5597517,0.051733057,0,0.023279876,0,0.087946198,0.180360721,0,0,0,0,0,0,541.0654828,0.016648169,0.083240844,317.0449617,0.014457135,0.065057106,0.014304053,0.268476068,0.027507794
OBS300216,2.45655957,95.65350002,0,0.069113754,1.37157693,82.86099101,0.154925415,0.007617931,0.090462505,-0.078610056,0.084800222,0.074224708,317.0758822,0.045659562,0,0.021837182,0,0.069481943,0.257936508,0,0,0,0,0,0,310.405421,0.045596277,0.078916632,291.6468642,0.011734817,0.101212793,0.016082223,0.087447088,0.025128474
OBS300217,3.912314445,96.01316469,0,0.211105931,1.096070137,85.68749189,0.330324999,0.024144523,0.202199536,-0.105860015,0.080238694,0.100455126,306.5622468,0.056710775,0,0.04320821,0,0.081015393,0.148988844,0,0,0,0,0,0,311.6381688,0.051480051,0.023901452,282.4899891,0.01213445,0.058245359,0.126251418,0.172116191,0.03698772
OBS300218,17.01419214,91.08143282,0,0.196949579,1.165029836,84.71664525,1.64110262,0.051310341,0.982532751,-0.13962215,0.679312227,0.256843054,403.6960835,0.036988223,0,0.039076974,0.00034653,0.050284759,0.204579437,0,0,0,0,0.097345045,0.048190616,462.4684719,0,0.004750941,276.9514192,0.010917031,0.043668122,0.597707424,0.605895197,0.237445415
OBS300219,13.43041237,90.31007758,0,0.130820533,0.71543343,84.27749298,1.10128866,0.025463502,0.87628866,-0.195945365,0.27242268,0.917144966,645.9448762,0.039535949,0,0.077932683,0,0.097446616,0.165860913,0,0,0,0,0.03258485,0.016131114,12868.4613,0,0.549450549,339.0463918,0.015463918,0.087628866,0.077319588,0.206185567,0.216494845
OBS300220,2.94743869,95.7979528,0,0.107890112,1.150368423,84.67152463,0.242920385,0.038081246,0.147565175,-0.151703535,0.085306725,0.079818968,742.0118343,0.126796281,0,0.076077768,0,0.274725275,0.264941466,0,0,0,0,0,0,336.1425014,0.042137522,0.103428462,305.060141,0.01244297,0.059449744,0.127187127,0.17215937,0.029513035
OBS300221,2.75008409,95.5155165,0,0.103841531,1.229640336,84.25084144,0.260006727,0.042629062,0.134544231,-0.081183987,0.078943828,0.073421929,383.3435771,0.061462815,0.184388445,0.018438844,0,0.116779348,0.201117318,0,0,0,0,0,0,351.7436867,0.046383783,0.042947947,359.6246006,0.010649627,0.165069223,0.131180626,0.182643794,0.026236125
OBS300222,2.512401694,95.92409815,0,0.091400577,1.727470141,83.05430331,0.235964912,0.00293888,0.090744102,-0.075148469,0.059618875,0.069112343,365.1271919,0.049394912,0.098789825,0.027167202,0,0.071622623,0.250148898,0,0,0,0,0,0,550.4062976,0.020314881,0.035551041,285.2952309,0.011355034,0.063083523,0.109497883,0.127344223,0.022686025
OBS300223,4.036658933,96.02973368,0,0.098943123,1.39415032,82.56841006,0.198561485,0.003921942,0.176334107,-0.076613289,0.109791183,0.09197425,392.0933247,0.043205876,0.060488226,0.023763232,0,0.058327933,0.173464604,0,0,0,0,0,0,317.3147469,0.058694057,0.061139643,304.5589848,0.01096663,0.076766411,0.185150812,0.246867749,0.034802784
OBS300224,4.132375101,92.67891419,0,0.11244028,1.193259122,83.05382751,0.259418106,0.005628145,0.220238785,-0.087037872,0.171438507,0.184329737,376.2952449,0.044949137,0.002365744,0.02365744,0,0.059143601,0.204638472,0,0,0,0,0,0.001780817,342.2647226,0.056807423,0.047339519,302.3313846,0.014259233,0.061314701,0,0.101425756,0.043468181
OBS300225,11.6723356,91.59663497,0,0.155080235,1.429717852,81.84689227,1.3361678,0.025793407,0.793650794,-0.188523626,0.587868481,0.41774206,364.2214762,0.013573125,0,0.002827734,0.012209848,0.006786563,0.128915834,0,0,0,0,0,0.193050193,465.7230973,0,0.009408269,443.664966,0.014172336,0.102040816,0.960884354,1.0430839,0.212585034
OBS300226,7.442730778,95.02680457,0,0.097664738,1.089317251,84.73952318,0.590269902,0.110024137,0.35155364,-0.133099872,0.154003175,0.206387679,613.8550353,0.07055805,0,0.083386786,0,0.173187941,0.122748444,0,0,0,0,0,0.104123282,428.7585215,0,0,339.9228544,0.012398402,0.037195206,0.384440916,1.392606033,0.0850533
