Observation_Id,Main_Incoming_Water,Packed_Volume,Beer_Brewed_HG,Racked_Volume,Filter_Total_volume,Line_1_Packed_Volume,Line_2_Packed_Volume,Line_3_Packed_Volume,Line_4_Packed_Volume,Line_5_Packed_Volume,Line_6_Packed_Volume
OBS100793,2.89218,33268.24156,22592.59902,16499.92422,29068.23765,4185.946347,2365.797223,9025.016688,3588.192024,8163.923788,2462.545469
OBS100794,2.17417,36579.62029,12412.71248,14078.97349,27849.50627,6275.028182,2444.535559,8657.629585,5992.572346,8513.15802,4687.158423
OBS100795,3.65679,19291.31692,13980.77702,11038.76189,14604.00951,1824.786102,2489.509884,868.2933435,6456.558624,7697.172155,6796.000869
OBS100796,2.89562,22907.45897,13396.89191,9788.213789,26319.24502,3206.057532,2361.919033,727.0593409,4551.134121,6343.726337,5206.907907
OBS100797,2.5569,30107.08667,10814.5,11188,27314,3682.33333,2753,8345,4162.66667,6581.33333,3981.26667
OBS100798,14.31692,16488.33333,11644.83333,11347,23872.33333,2235.66667,0,6427.66667,3579,3950.33333,4630.09333
OBS100799,2.82188,23740.83503,17569.11444,14336.49253,36915.30525,2248.919575,2514.594027,5980.586078,3345.565139,6947.32144,2430.281592
OBS100800,3.69604,20806.09692,8354.388887,10510.96655,16982.25905,3784.804443,62.77027785,112.6997364,7903.14582,5685.261518,3575.648884
OBS100801,3.94005,23132.72956,19066.13307,18489.42272,33678.36278,4324.980831,669.4684712,4897.035162,4939.808978,7502.16816,4592.777277
OBS100802,13.90353,6714.16791,6817.594105,17334.42086,19553.93414,1335.710337,1528.86306,6149.904182,6774.094639,5525.579169,4635.265366
OBS100803,2.83231,22986.5,9781.25,8789,26060.5,3677,0,5394.5,4546,6310,2433.5
OBS100804,2.87821,29920.26343,13620.76161,13160.42298,27512.56032,2379.986267,2318.238309,7179.437035,5939.01907,6396.384315,4172.384854
OBS100805,3.15984,25038.42868,12453.15856,14037.13089,30756.74676,6697.381885,1690.863144,9676.734924,6217.235376,5809.330765,6211.037199
OBS100806,2.61483,29228.67472,9410.677241,8633.192203,31140.96107,1804.116806,2441.236575,7157.321233,5694.546925,6794.986028,4832.710822
OBS100807,2.01316,28229.08412,8027.402376,16981.48031,37820.57365,3256.313959,1471.119794,8929.245665,4134.979134,7312.682325,2967.437575
OBS100808,3.57234,22461.45016,19069.51885,15764.08926,25805.10407,5386.990118,3018.635004,4942.287938,2111.432455,6625.22944,6363.687193
OBS100809,3.35408,25107.29811,12859.64043,,26507.39583,3656.268233,2268.475321,6300.653694,4574.497568,7862.755324,1034.11034
OBS100810,2.73042,25829.97519,12568.82892,11813.81066,19855.85401,3824.603497,1340.004341,9270.597077,2573.623734,5278.152499,3021.582479
OBS100811,2.75048,31533.13008,13367.32619,15638.91156,26131.38645,4008.623181,581.0227169,9399.571496,1110.867618,9044.941204,6751.739192
OBS100812,3.25248,21073.71913,4705.912715,15037.75155,17907.47409,3870.294519,113.899262,7945.397889,5050.152792,3977.693662,3442.518188
OBS100813,13.90353,4932.317648,7724.710601,16567.11461,19104.14927,1808.647953,1992.827413,6968.425398,4902.748079,5344.85598,3912.876247
OBS100814,6.41024,13054.33333,13606,9609.66667,22813.66667,2780,0,2082.66667,3875.91667,3867.66667,4702
OBS100815,4.27205,14406,5405.33333,11263,16435.66667,3496,2254.33333,2802.66667,2516.33333,2105,1087.66667
OBS100816,2.97083,28358.58638,13007.83587,13785.57338,30233.81414,2837.871825,2423.737166,8851.241319,5151.077563,8572.262445,3396.766662
OBS100817,3.56153,18324.89058,14684.74443,6628.740568,16385.0785,3091.29624,3184.441678,3090.629073,2286.522137,,2657.295664
OBS100818,2.85939,29168.4962,12906.45291,18274.23171,20116.00961,1101.520483,3115.644331,6104.522482,3633.147967,8899.102149,5086.282489
OBS100819,3.17272,22511.4277,9747.558021,15051.74964,22342.50873,3389.95268,117.7873369,5622.393637,4272.250427,8400.920685,1588.916392
OBS100820,2.49876,31992.83751,13035.18141,17262.90116,32859.19649,3203.005104,3132.963081,9638.987069,5777.231851,4856.556302,5060.831549
OBS100821,14.92673,4843.498624,,13657.0153,24423.03559,3528.599614,1747.134593,3243.75598,4794.251963,5136.721976,1352.186662
OBS100822,3.1403,24943.79004,15945.05551,9077.86454,23316.29874,3420.660913,2360.576838,6167.61896,2790.96859,5103.023999,3410.977117
OBS100823,24.45375,14216.33333,11319.33333,,17223,1612,1508,2623.66667,3896.33333,4854.33333,4913.66667
OBS100824,2.20674,35669.43199,11178.58547,10651.22853,25519.17761,5394.341693,3638.681365,10476.24032,3774.373806,8785.815629,3140.898485
OBS100825,2.36683,30014.7616,17484.59548,16306.27409,33158.75752,3582.477762,3880.654171,7696.981062,4114.161341,8089.221825,2093.582978
OBS100826,3.28055,26949.78086,17826.79102,10833.57757,25758.93626,2224.222494,3115.426549,4813.82054,4297.392479,5823.533184,6568.438372
OBS100827,2.52511,24848.80592,10671.17427,4606.365675,15121.58834,1746.559238,1222.489941,8158.655276,5331.783569,7937.928679,3287.413504
OBS100828,3.57234,22868.10867,19359.12498,16927.11215,28364.93574,4774.948691,127.092993,6223.261971,3419.781899,6566.811195,5894.306641
OBS100829,3.08295,22920.51976,6195.471321,16573.3384,23015.26537,1806.779835,2773.648729,3500.820059,5067.646792,7444.208429,2039.033008
OBS100830,3.43181,22818.71,17362.66667,,24580.33333,3387,642,4663,3482,7096.33333,3198.33333
OBS100831,3.58061,19581.25718,20924.15104,12255.36459,24965.36337,3764.591347,1903.797922,4941.419779,2741.614484,2628.581016,2482.590481
OBS100832,3.64016,20277.55061,22495.34305,10377.94493,23769.32922,3161.563346,77.04359096,3283.108652,6173.343654,7988.943171,7241.490823
OBS100833,2.77041,26485.09362,12250.34658,15662.38637,27141.59486,1806.771863,1407.455596,10009.95612,4585.984849,7580.875956,3063.999996
OBS100834,5.17218,19455.66667,13584,11848.66667,23336.66667,3123.33333,1642,6501.66667,4758.33333,2956.66667,4506.66667
OBS100835,3.26063,26802.40839,19020.05367,14487.13223,33585.88608,3582.65263,2861.000035,9023.512693,2870.743632,8078.049194,5803.923838
OBS100836,12.45393,4027.49807,11428.86547,4666.493627,12004.04485,95.39328307,55.59999632,7.459866513,62.75847609,40.69326415,3972.034551
OBS100837,2.41872,32934.86145,9138.736345,13226.21203,28688.42166,3278.064094,4503.703119,11221.47022,4316.884628,7971.018873,327.5860931
OBS100838,3.37688,23673.1238,19638.19596,14699.66789,21093.10815,4456.759753,2760.539579,5018.232471,5709.316589,7083.25097,5031.526516
OBS100839,2.82968,24243.69304,8420.306332,13896.78137,23529.18546,2671.0719,1284.241217,7902.527915,3105.341806,4241.508967,3339.815296
OBS100840,50.34364,1198.291908,5120.910398,9690.156672,17975.51657,3940.210168,1834.669005,4151.649045,1311.412272,7503.547245,5066.725333
OBS100841,2.88517,21459.89906,11199.16657,15948.26413,14960.1138,4296.53577,2002.337147,5741.968722,3622.490139,4657.417263,784.7022884
OBS100842,8.34151,13682.33333,9770.83333,16259.66667,20021.33333,2612,2270.66667,4468,1922,1755.66667,3339.33333
OBS100843,4.00911,18836.51667,11285.16667,16834.33333,19581.66667,4286.33333,300.33333,1260.66667,4297.33333,6985.33333,1318.33333
OBS100844,2.67727,23416.77362,6119.164467,12906.24684,17980.45355,2164.971681,1098.160899,3933.363916,4339.974244,8570.686735,2237.023881
OBS100845,2.26799,31261.33722,13704.39032,14586.21723,26207.53319,4426.798457,3228.561505,9542.990835,4488.869141,3901.067827,5415.532414
OBS100846,2.89218,32186.04172,24088.54773,15500.99641,26500.75879,4570.919876,1726.903618,8228.939962,3597.127699,8052.07936,2879.152392
OBS100847,4.60852,16511.38693,13609.47107,12174.48788,20152.61248,2873.320754,1925.520887,4542.812197,3459.092439,3764.817839,3233.430139
OBS100848,1.46645,53030.60617,14338.19802,14847.09626,19713.19777,4406.460857,2384.593042,36841.51169,3154.576801,6352.721452,2318.001669
OBS100849,2.72276,32053.29846,14911.31177,11350.54139,32825.3398,5001.962469,263.3818728,9403.356436,5170.186848,5987.882712,4235.713105
OBS100850,3.22285,24138.67478,11510.01763,11537.63206,23286.71139,1171.313227,2421.259754,4095.042952,6517.581417,3016.431439,6028.508443
OBS100851,1.46645,64064.05068,16469.15845,18306.07202,15112.99343,4007.344784,1571.627302,54486.16453,1852.349602,4844.743832,2024.608792
OBS100852,4.09125,19512,17200.75,15982.5,27788.5,4206.72,1356.915,6575.5,4062.29,6729.5,1419
OBS100853,3.69434,21387.03454,18092.08557,7340.165592,25066.66672,3236.686356,104.0751547,8922.508537,4930.041043,4383.861666,3276.973948
OBS100854,2.57967,32450.92746,14967.42624,11117.24387,31482.98075,4087.182759,2187.627388,8070.542425,3491.968704,9115.048965,5272.956567
OBS100855,2.46949,,13216.26386,8131.240159,22549.35957,4375.390353,26.83776082,6468.651561,4048.671889,7712.071247,2250.025659
OBS100856,2.37132,27650.89188,4409.370161,10655.46486,23611.06896,4600.270962,1368.485293,9351.914796,3964.472748,7373.721114,234.1606859
OBS100857,5.10622,15434,10720,6993.5,23158,3286.5,0,3990,2673,5484.5,0
OBS100858,2.26734,29062.82388,198.4021315,9604.228621,31593.3671,2795.324965,3926.511286,4408.680921,4578.008861,7673.179414,4762.224522
OBS100859,2.73042,24425.6537,11167.56648,12247.51277,21148.41449,3641.632456,1942.07837,9065.676217,2659.941081,4714.696918,1743.894384
OBS100860,2.71806,27988.40399,7433.114946,12549.28188,28222.93965,4034.912719,2710.735836,10611.36409,2356.607778,6700.988534,2052.520666
OBS100861,2.87765,25106.74127,12732.55933,13620.70776,30010.86654,2887.334475,44.37765489,9219.376539,4844.669938,7526.794395,5840.058569
OBS100862,6.21764,12045,0,0,0,4031,2343.5,0,1544.5,0,4046
OBS100863,8.99223,7534.608035,14194.37562,10309.73153,9767.246366,5029.960889,1447.165407,9.20676955,388.9452168,614.3658665,5471.073803
OBS100864,4.04019,18672,15612,14985.66667,,4072.66667,1783,9096.33333,849,2475,4535.85333
OBS100865,3.06941,26528.915,16119,13460.5,27166.5,3649,1487.5,5948,4237.5,6504,4703
OBS100866,13.90353,5614.832679,4222.593661,17638.49625,18292.87309,2059.858963,1558.594413,5448.132573,5528.850022,4812.371665,3967.979498
OBS100867,2.89218,33063.67293,22431.03202,16403.87609,29161.27349,4300.656933,2064.696238,8982.763545,3666.71123,8254.995823,2594.870139
OBS100868,3.49803,23698.18283,19897.8439,17894.04468,,4885.901358,1304.31205,5085.33702,5137.561309,7203.994462,3694.252626
OBS100869,2.95393,23509.61501,16387.57743,8918.872828,19837.8111,2884.260486,102.5498161,6990.940682,1621.125774,7943.3281,3705.968044
OBS100870,2.62331,27619,9951.5,10614.5,25700.5,4067,2219.5,8366,5447,7143,2735.5
OBS100871,4.23491,18976.5,21100.5,13865,24023,4222,0,1017,5120.5,8261,356
OBS100872,2.97083,29362.75217,11265.27949,13562.59445,31307.99818,2573.357848,2858.602266,8440.542699,4832.310085,9260.874655,4458.507138
OBS100873,7.94966,10850.5,16669.75,16550,,2715.5,1927.5,0,3089.5,0,3118
OBS100874,4.95884,14335.36333,15542.16667,11970.33333,16810.66667,1519.66667,959.66667,1197.66667,3648.66667,5352.66667,1553.51667
OBS100875,4.51145,15597.69022,20296.44645,20362.41967,19729.45221,18.46098165,1092.146146,1416.739296,5239.866873,6678.389258,1088.657185
OBS100876,2.95971,25793.28751,21589.87168,15267.36622,27270.05212,1813.681955,2082.501776,6304.260728,4063.673242,6166.378537,1843.487528
OBS100877,2.20674,35328.06727,11265.51118,10470.7523,25602.55533,4990.472817,3368.828919,9312.508589,3437.748482,8500.111492,2726.061648
OBS100878,2.78244,27441.32965,14445.81928,13351.85999,28150.47616,4364.665287,2559.246394,5800.963093,4126.685505,6745.212453,3003.898495
OBS100879,3.14974,27008.01349,17399.64995,18906.72763,26023.41143,5628.094795,3070.035155,19.25652603,4536.105904,7521.04793,6317.491173
OBS100880,2.73042,23947.4709,11616.76326,11291.3009,20668.90727,3704.079148,1408.912904,8586.065151,2503.764695,4912.671442,1530.246193
OBS100881,3.15403,25949.71157,6099.648787,12416.65446,25829.20897,368.882314,3197.143618,4959.386752,5844.698874,5494.799637,4116.782176
OBS100882,3.65679,19336.69924,13985.72562,10829.33595,14504.52084,1850.428129,2249.562304,1393.568527,6016.146791,7732.679485,6195.948655
OBS100883,3.04427,23842.66667,15348.83333,15824,23362.33333,3682,0,8526,5015,6283,3674
OBS100884,2.84268,21078.9292,1425.70849,13546.40796,9500.476525,3130.917635,3842.705995,1610.544573,5957.201453,3644.918372,2901.922014
OBS100885,3.32611,22035.83709,9087.704761,13617.10613,15347.30481,3273.353843,381.6923205,6924.659479,1622.028111,5325.574146,3918.887907
OBS100886,8.18893,16171,14749,17172.5,17144,1183,811.5,3122,2610.5,5556.5,2613.5
OBS100887,4.59398,10402.14301,5929.056432,2751.184717,16896.29414,2280.564721,1034.871749,13.54617527,2881.747491,97.39849254,968.1066532
OBS100888,4.60852,14945.15981,15549.08913,12495.51857,18486.40327,2622.74231,1455.680674,5141.211915,3120.719067,3622.906941,4365.381104
OBS100889,3.16621,19734.44198,9487.420878,15368.58918,17311.79629,3346.364396,2459.874494,5890.508892,4611.299533,14.27216625,2833.029646
OBS100890,3.87739,19160.45784,20995.01824,17706.18357,21227.7922,3877.538147,1112.074114,3670.655499,3468.024344,5395.181133,1672.991569
OBS100891,10.19675,8704.33333,7588.33333,13636.33333,14835,3148.33333,1996.66667,0,3431.33333,0,0
OBS100892,2.62794,30160.79555,10652.25245,16266.14889,33148.20303,3218.650005,3258.408534,8954.208385,5199.471043,3578.57139,5303.252535
OBS100893,20.9596,3123.673769,12895.59346,13627.57323,22463.33458,3896.426105,762.8237171,9959.846402,3167.227973,6671.092736,1611.806867
OBS100894,3.00122,26293.13852,8067.808502,15127.24496,25740.67143,3678.752734,2790.985036,6170.520749,4932.933639,8187.577966,1897.684816
OBS100895,3.01205,23410.06116,10350.34606,7488.202186,25234.83464,4127.526178,1891.730913,9096.13133,4694.939732,3002.276102,5671.841438
OBS100896,1.46645,57178.59007,14798.66602,14564.46827,16431.55216,4474.753904,2487.389708,42181.78452,2001.380778,7464.55452,1837.642202
OBS100897,2.93332,23806.5,8266.25,11599,23370,3353,1965,6835.5,5155,1639,4355
OBS100898,6.81565,12717.5,16686,10996.5,25224.5,4000,1004.5,0,4311,0,3124
OBS100899,3.44534,21347.01354,17487.93837,13898.99914,19078.4957,3186.216304,2534.541781,35.98744426,5588.333906,5278.845151,5000.123214
OBS100900,2.81428,25231.53957,8547.466401,13290.54761,23025.54832,3260.526625,2700.174471,8905.811438,2185.139763,7506.316426,23.72623146
OBS100901,2.47355,29181.50208,4553.823815,14233.29388,21198.11635,2630.840959,2917.880662,5618.876735,3974.880528,7492.481857,5927.874074
OBS100902,3.91117,15771.66667,9447.83333,8156.33333,17512.33333,4437.33333,2730.33333,0,3281.66667,2172,3150.33333
OBS100903,14.91381,1851.624881,11284.81084,18146.79849,15384.95641,1036.000291,1078.680328,171.7019697,6282.700572,11743.62911,1980.935136
OBS100904,6.82454,14362.80667,12041.83333,12280.33333,17048.33333,2326.66667,1117.66667,1667.33333,3255.66667,5101.66667,754.33333
OBS100905,2.68419,,1272.391589,12453.22999,30507.11105,3135.804626,2811.762557,6878.755634,5661.62715,,3099.338724
OBS100906,2.44621,25004.25148,9161.223915,9481.129495,23732.7243,5863.384421,597.7526738,7732.141757,4248.722558,979.9916567,4903.478178
OBS100907,4.64491,10656.15638,,14058.90221,14123.59943,5743.674186,2413.103479,60.86919002,1384.494914,41.16861297,430.7678824
OBS100908,2.62724,30678.8471,13429.73633,14213.52653,34506.21009,1671.433154,2838.429217,4906.148645,4983.266694,8491.523267,5950.648672
OBS100909,2.58227,28209.53578,11994.87648,15037.44156,29833.75152,2345.808055,2870.234267,4926.208476,4548.284479,7868.170266,5039.900967
OBS100910,4.23842,19395.66667,15925.16667,12348.66667,20151,3919,1028,2659,2673.33333,7602.33333,1437.33333
OBS100911,3.09272,28286,19181.5,8158.5,28614,4575.5,1348.5,6274,4563,7596,3620
OBS100912,4.50535,14996.33333,15145.66667,15214.33333,18179,2030.33333,177.33333,3441.66667,2041.66667,5359.66667,1671.66667
OBS100913,2.49876,32116.3461,12970.94234,17199.92912,32701.96653,3110.143212,3019.815526,9720.868647,5647.021226,4755.14602,5035.249998
OBS100914,3.15984,25767.4142,11025.12306,12797.50119,34098.68703,6408.776536,3668.790047,6335.291247,6287.568681,2958.250342,6029.024356
OBS100915,2.97204,25982.59229,13265.58943,5073.770264,26420.27298,2041.91603,2451.368105,9853.850548,4907.148414,3880.931434,2854.320735
OBS100916,4.57144,9743.5,7941.25,3210,15718,3704,0,0,0,5378.5,661
OBS100917,3.15403,23700.50976,8434.848544,13663.5482,26171.70563,2074.174763,2150.992667,6156.050483,4872.822184,5121.815287,2918.053939
OBS100918,2.73042,24234.79919,11357.21868,11755.79545,20965.07236,3673.853439,1594.26152,8572.959986,2726.818072,5110.115018,1758.040292
OBS100919,2.37132,26827.3927,5062.595394,9567.739777,24605.7001,3530.30695,1408.542308,9286.7165,3415.945193,7062.723807,1570.746579
OBS100920,3.01205,23702.34641,10579.05894,7326.758117,25345.45778,4302.084695,1699.171217,9237.607348,4524.333453,2538.464322,5875.135318
OBS100921,2.44621,26516.03669,10038.1046,11067.02022,24443.87762,4706.832047,1476.444899,8435.804497,4579.841444,2326.062196,4350.256574
OBS100922,2.8989,30306.63184,16390.73247,15753.22381,29520.09877,5088.328652,1694.001529,9783.424801,3515.487502,7749.481292,4201.469855
OBS100923,2.61352,27555,7373.75,10981,28409,2663.5,2036,7083,4671,7513,3057.5
OBS100924,9.95631,18983.66667,12319.83333,9721.33333,18578,1822,1605.66667,4747.66667,4021,5348.66667,1187
OBS100925,2.52511,25441.8901,8396.748438,4211.965564,13981.1995,478.9316416,2143.339556,8060.978764,7296.431987,7637.879263,5791.504785
OBS100926,3.60058,19278.72515,10824.4307,6642.470545,19261.77045,3258.120712,1825.908558,5199.583248,2350.344795,1335.611871,4910.850578
OBS100927,2.09083,32586.03508,10742.0495,7250.309345,17397.42928,4432.340169,4273.386314,8123.946935,5074.99368,1843.082898,5830.83249
OBS100928,3.15984,24223.18767,13261.41555,12411.1167,34623.77836,4946.743042,1485.409354,6081.933941,5662.72984,5679.853918,5547.458055
OBS100929,3.69434,21512.27654,18217.97329,7194.653571,25109.59565,3337.159411,30.77853417,8817.897575,4813.822302,4378.708207,3339.245042
OBS100930,3.46321,24427.5,15697.25,14538,26943.5,4073,1959.5,6522,4130,7336.5,3744.5
OBS100931,3.03621,26765.05781,15833.85304,11281.13622,17557.17397,2861.648257,1386.95818,8601.100792,5990.606371,3405.977725,3990.467847
OBS100932,2.61874,25676.90671,8651.148362,9203.989562,18292.59099,4746.81228,171.0600957,6164.015412,6765.501256,7420.569451,5389.650486
OBS100933,2.96844,23345.78811,15616.6117,12512.3298,16202.84161,4248.898729,1181.979569,6037.71781,1566.813324,6717.567564,3233.071192
OBS100934,4.61794,16671.9375,21430.74748,14745.22502,24662.66195,3223.756582,766.9097885,26.20840828,3837.602435,8800.006937,3553.160148
OBS100935,2.78856,28528.4794,11510.18895,15323.74939,33967.49055,2833.16825,2580.459731,10024.39585,6008.620488,7350.275237,3199.723147
OBS100936,3.01205,23370.91741,10208.7235,6881.731582,24582.16036,4135.306332,1843.986966,9224.557699,5201.667568,2827.94537,6127.519556
OBS100937,2.95893,27453.01059,16809.72455,15752.06111,26775.36398,4062.7551,2646.092876,7825.883927,4674.791816,3988.265369,3805.40379
OBS100938,4.16719,21378.5,18794.5,17581,27430,4102,2330.5,1427,5235.5,7842.5,5341.5
OBS100939,4.55592,12171,12475.25,10599,15417,2022.5,0,0,4549,0,5599.5
OBS100940,8.5332,13145.66667,16733.83333,12749.33333,19219,0,2957,870.33333,3483.33333,4512.66667,1063
OBS100941,2.45656,30034.24846,7667.442286,18068.42279,28042.13029,5156.412338,572.4920282,8495.861477,5539.730976,6968.118218,3275.669876
OBS100942,3.10919,30111.70631,18150.35628,17245.0123,31350.31624,4788.075089,2368.082896,9834.657956,3428.184748,8948.013482,4471.341566
OBS100943,3.52466,26206.58079,18317.92394,14831.58863,32826.72174,3857.932072,563.6225273,7705.715145,5665.339375,7871.589767,270.0520778
OBS100944,2.67728,28135.23724,9556.225768,13157.95996,25390.69554,3409.360786,2676.189791,8814.412146,5086.203988,3980.466017,3310.868974
OBS100945,4.39432,19844.14528,18832.15599,18047.04654,24347.8386,3453.52935,3009.060947,36.3521063,5354.493074,8613.756936,6570.188996
OBS100946,2.82968,24495.98975,7037.719102,,25484.54811,2562.563573,987.4631367,8369.0662,2547.367659,4386.12745,3333.136323
OBS100947,3.46893,18591.65788,,11319.69964,19722.23171,3870.947955,1847.349581,3243.621516,4563.430587,5218.697352,4086.618455
OBS100948,2.95393,23183.23406,16000.46314,9360.814089,18691.61459,2830.622832,316.8686806,6541.091523,1724.066927,7823.348287,3395.907042
OBS100949,2.82713,25005.2976,8217.948121,10066.09619,20527.49645,2108.519151,5164.440405,3853.173697,5114.889691,2946.642803,5040.988745
OBS100950,17.14532,3282.978971,699.930669,11240.76217,21275.24322,2134.98336,1162.267081,5307.294509,3485.993985,5528.090422,3588.364699
OBS100951,3.34872,20415.62685,12264.21466,13438.68664,21144.10912,3766.903046,64.23601082,7243.178165,4298.38861,4145.62049,591.496642
OBS100952,3.05217,29351.5,16595.5,,32192,4015.5,1424.5,7837,4592.5,8469,2810.5
OBS100953,18.46061,3506.308827,5486.06967,9188.219255,19200.53374,2517.44062,1338.815663,7053.935857,3475.640222,1128.014136,5841.581474
OBS100954,3.58061,20586.92234,19066.41607,11780.00137,22686.17361,3497.804404,2575.167992,2850.045639,3970.971718,3268.143064,4005.233292
OBS100955,3.00122,28359.33732,8080.410797,15786.37207,24527.50984,5539.144423,3282.378378,7058.83797,5120.169892,9984.373421,1560.241964
OBS100956,2.87821,30624.88089,13973.38778,12291.20212,28626.57417,2685.479631,2260.826484,7063.435166,5073.895994,7159.286378,4627.841252
OBS100957,4.9058,12964.5,16063.5,14830,14133.5,4153.5,318.5,0,4762.5,0,3485.5
OBS100958,2.56109,31376.0167,16242.28431,14488.07503,34390.99223,4526.863349,3682.175051,9376.673362,4472.003699,6095.407058,1178.995805
OBS100959,4.68952,11161,10598.5,6399.33333,16445,3685,99,877.66667,1779.33333,3585.66667,1098.33333
OBS100960,26.29924,2482.479316,8076.677935,15831.47856,25706.60195,3329.002257,1486.758086,9727.864555,3475.291345,57.30122241,2266.424752
OBS100961,2.89627,25937,9302.5,12583.5,25935,1903,2787.5,4981.5,5832,5538,4354.5
OBS100962,2.44621,25328.70511,9142.786305,10288.05699,23897.73464,4758.571648,1193.008389,8052.504867,4597.151363,2000.343401,3977.200167
OBS100963,2.39189,25638,6189.5,8349.5,17015,2625.5,1191.5,7206,4435,5705.5,4055.5
OBS100964,3.7863,22476.20929,13499.93156,7677.093788,26905.81861,3142.843001,2240.608483,4182.472095,5013.861928,7423.934807,2328.192087
OBS100965,3.03105,21977.43006,12678.41921,14804.5228,33287.70849,2987.375781,3456.152807,3593.079517,4235.913469,2712.015453,4316.967003
OBS100966,3.093,21645.32257,18187.48484,11426.59817,30121.33009,4263.586256,1285.502969,5577.557805,5626.748753,4660.107974,3139.805325
OBS100967,3.15403,23424.8334,8349.748318,13692.19479,25957.51073,2008.71163,2031.96161,6241.069862,4796.76029,5038.892938,2971.309323
OBS100968,3.13728,20513.45901,8208.183935,13310.0104,24988.58288,2440.627522,1509.977765,4823.847736,5572.140897,5687.241075,116.2342981
OBS100969,4.92569,13507.23773,16749.57995,11148.58477,18063.74169,3217.421719,374.5603315,4117.684387,5061.765795,22.91993012,433.617035
OBS100970,2.97083,27309.46346,12382.45001,14260.04427,30946.54642,2961.819333,2825.429416,9584.048703,5052.583708,9150.548265,3067.084944
OBS100971,2.65642,29146.06165,10265.52367,12357.01095,20607.56687,2742.550876,3107.396586,8171.329389,3567.045746,7104.373177,4264.955613
OBS100972,5.07796,12449,14421.75,9052.5,16834,4083,148.5,1316.5,2669,2530.5,1647.5
OBS100973,3.07308,21196.91781,11671.455,14670.47721,22934.91786,5903.909356,1486.632464,5404.04679,2912.673041,7989.933865,9004.729056
OBS100974,2.73246,26132,13382.33333,14177.66667,32236.33333,3984.66667,1508.33333,6739.33333,3954.33333,6766.33333,2694
OBS100975,2.96334,24212.5,12219.5,12515.5,29180.5,3572,2787,4492,3988,4523.5,4217.5
OBS100976,2.78856,28912.63807,11976.77668,15313.90051,32458.32702,3173.227112,2595.008119,11460.82693,6143.676961,7104.844299,2512.664902
OBS100977,2.69134,19947.3147,8609.665493,11617.04144,14579.8369,5442.513411,3301.095469,48.12063101,5433.447075,125.9542956,5434.258819
OBS100978,2.84287,29327.02693,17633.27192,10972.11346,24562.32332,4644.790324,1603.036935,6440.429152,4127.4015,8522.726752,3509.16784
OBS100979,3.14095,27195.4503,16273.07964,17212.81566,29989.81719,4152.892084,1151.144288,9114.871307,3122.159512,8628.463701,4294.301394
OBS100980,2.84826,23030.25,10279.75,14083.5,23085.5,3470,452.5,5309.5,3952,7419,1775.5
OBS100981,3.22569,20743.2321,8124.262097,4601.132834,16845.17345,2972.131723,2515.973897,7112.008648,3627.085406,2173.257057,2144.480392
OBS100982,3.21972,25343.83,12532.5,11416,27404,3284,2386,5006,4220,5835,4613
OBS100983,3.02354,21247.2056,1616.398339,5604.729801,14279.77187,3341.714397,3032.792278,551.6262316,4004.51618,4519.033464,5434.564697
OBS100984,3.35177,27884.97904,20420.17717,15045.95352,27801.08313,5241.694406,1351.667029,8626.242581,3097.759632,8802.672215,5988.926713
OBS100985,2.67727,22709.29277,5614.002402,12643.04771,16888.97279,1996.682166,411.0577207,3537.452324,4053.204116,9037.37637,3343.02215
OBS100986,2.7873,26024.52681,10182.33404,19401.1054,21869.98239,3605.721573,903.7604064,6314.772548,2965.022446,8470.018579,1673.241427
OBS100987,6.74797,11558,12761.5,10519,,2838.33333,1138.33333,954.66667,2701.66667,3468.66667,3076
OBS100988,2.56649,27965.42443,11309.45453,10199.06549,24160.80773,5486.917107,2206.76552,8718.629426,4976.733297,5099.534163,4368.922812
OBS100989,4.47653,14553.93233,14574.0644,11994.74862,19933.39435,3503.94076,1374.273319,29.76376421,2314.277179,6775.731417,52.97924783
OBS100990,3.08323,24736.33333,11633.83333,9493.66667,19993.33333,2726,1743.33333,5672.66667,5377.66667,5594,3207
OBS100991,2.17417,36927.62834,13092.66077,13045.82463,27479.21674,6312.751517,3557.6211,8381.711616,8039.029069,7152.325287,3312.605495
OBS100992,3.01204,22142.56194,14811.98816,15226.83109,26086.574,1139.242292,2014.961824,5570.421199,5619.296858,5811.027149,1427.85427
OBS100993,2.72276,31939.80263,12425.08703,14723.26982,32200.59511,4100.620937,3296.444502,9571.56284,5819.142615,4310.773148,5336.183212
OBS100994,7.62075,11313,8843.5,7677.5,14391,1737,1023,4098.5,1554.5,0,2602.5
OBS100995,3.15291,24231,8739.83333,8616.33333,24506.66667,3929,1789.66667,7267.66667,4056.66667,5050,2138
OBS100996,9.39769,13024.5,13540.5,11247.5,20886.5,2349.5,821.5,4521.5,1473.5,3384.5,6646.5
OBS100997,4.0821,18709.86063,18388.24844,15643.06059,22339.67328,361.41721,1642.152876,49.39814195,2263.117726,8233.446367,14.88742366
OBS100998,2.93954,24665.17966,21557.08585,,27583.24956,4871.799683,1064.451811,6684.683623,5204.002954,6816.100124,5840.032171
OBS100999,2.50337,24445.4238,12604.82316,9438.890059,1810.068303,4611.738054,2695.679398,7140.724438,5644.462453,62.09270384,3853.575643
OBS101000,3.28055,28418.12575,21045.97219,10476.88845,24588.62977,1805.740477,3640.693817,4843.636945,4327.469563,6038.366242,7629.193086
